MCCCD,MemberCardNumber,CreatedDate,SupportEmp,MemberCardRank,MemberCardPoints,MemberCardAcquiredRankDate
0000006397,MC74171,2017-04-12 00:00:00,03344,MEMBER,76,2017-08-11 00:00:00
0000006398,MC42608,2017-11-07 00:00:00,04708,MEMBER,28,2018-08-21 00:00:00
0000006403,MC30156,2015-09-30 00:00:00,00342,GOLD,81,2016-06-28 00:00:00
0000006407,MC97096,2018-03-12 00:00:00,00522,SILVER,17,2018-07-22 00:00:00
0000006409,MC60531,2020-02-09 00:00:00,04098,SILVER,22,2020-10-03 00:00:00
0000006410,MC47939,2020-06-29 00:00:00,01094,MEMBER,6,2020-10-12 00:00:00
0000006413,MC28951,2016-03-07 00:00:00,02087,SILVER,21,2017-01-27 00:00:00
0000006415,MC11202,2022-01-07 00:00:00,01550,MEMBER,92,2022-08-08 00:00:00
0000006417,MC59451,2023-03-17 00:00:00,02652,GOLD,26,2023-09-13 00:00:00
0000006420,MC77239,2019-06-06 00:00:00,02470,SILVER,69,2020-02-03 00:00:00
0000006423,MC77945,2020-06-21 00:00:00,04404,GOLD,94,2020-07-23 00:00:00
0000006425,MC14359,2022-01-31 00:00:00,04280,MEMBER,23,2022-06-06 00:00:00
0000006428,MC35549,2016-04-30 00:00:00,00999,SILVER,14,2017-03-02 00:00:00
0000006432,MC28789,2017-08-23 00:00:00,03848,MEMBER,78,2018-01-23 00:00:00
0000006434,MC30586,2020-10-25 00:00:00,04786,MEMBER,90,2021-05-19 00:00:00
0000006435,MC62142,2016-07-09 00:00:00,04957,SILVER,88,2016-08-30 00:00:00
0000006436,MC26476,2020-03-06 00:00:00,02394,MEMBER,53,2021-02-05 00:00:00
0000006438,MC29040,2023-08-05 00:00:00,02162,GOLD,93,2023-10-01 00:00:00
0000006439,MC22078,2018-11-04 00:00:00,03056,MEMBER,98,2019-03-10 00:00:00
0000006442,MC40897,2018-08-22 00:00:00,02808,GOLD,44,2018-12-21 00:00:00
0000006443,MC45055,2023-06-24 00:00:00,02859,GOLD,55,2024-03-05 00:00:00
0000006448,MC36131,2018-01-28 00:00:00,03449,SILVER,93,2019-01-18 00:00:00
0000006450,MC56461,2019-07-07 00:00:00,04314,GOLD,67,2019-09-08 00:00:00
0000006451,MC77876,2018-07-22 00:00:00,00575,GOLD,6,2019-02-18 00:00:00
0000006459,MC50441,2020-01-14 00:00:00,02240,MEMBER,88,2020-07-11 00:00:00
0000006462,MC64731,2017-11-13 00:00:00,01776,GOLD,25,2018-08-14 00:00:00
0000006464,MC27613,2023-11-07 00:00:00,03405,SILVER,100,2024-05-28 00:00:00
0000006465,MC46139,2016-01-26 00:00:00,01772,SILVER,57,2016-07-07 00:00:00
0000006467,MC74222,2018-09-01 00:00:00,01564,GOLD,7,2018-10-05 00:00:00
0000006468,MC64263,2017-08-03 00:00:00,03274,SILVER,46,2018-05-01 00:00:00
0000006469,MC78386,2015-08-14 00:00:00,01634,SILVER,40,2016-04-21 00:00:00
0000006470,MC73245,2020-03-22 00:00:00,00570,SILVER,54,2020-10-28 00:00:00
0000006471,MC35521,2020-11-13 00:00:00,01365,SILVER,91,2021-03-31 00:00:00
0000006472,MC88032,2018-09-29 00:00:00,02675,SILVER,52,2019-08-15 00:00:00
0000006473,MC16018,2018-11-27 00:00:00,03877,SILVER,13,2019-02-20 00:00:00
0000006474,MC26373,2019-09-01 00:00:00,03332,SILVER,87,2020-03-04 00:00:00
0000006475,MC71192,2015-07-11 00:00:00,02559,GOLD,18,2015-09-14 00:00:00
0000006476,MC23690,2022-10-05 00:00:00,02082,GOLD,59,2023-09-05 00:00:00
0000006479,MC91280,2023-09-29 00:00:00,03105,GOLD,58,2024-07-26 00:00:00
0000006481,MC54212,2017-10-22 00:00:00,03264,MEMBER,59,2018-01-17 00:00:00
0000006483,MC83594,2016-12-28 00:00:00,03714,GOLD,90,2017-03-24 00:00:00
0000006484,MC63454,2018-06-29 00:00:00,02183,MEMBER,19,2019-05-06 00:00:00
0000006485,MC13957,2015-10-11 00:00:00,02791,MEMBER,87,2016-04-05 00:00:00
0000006486,MC17896,2021-09-11 00:00:00,02672,MEMBER,9,2021-10-21 00:00:00
0000006487,MC42092,2023-03-04 00:00:00,01048,MEMBER,99,2023-04-18 00:00:00
0000006489,MC48918,2015-01-16 00:00:00,03788,GOLD,24,2015-06-10 00:00:00
0000006492,MC26068,2015-12-09 00:00:00,04137,MEMBER,30,2016-10-30 00:00:00
0000006493,MC14606,2022-09-16 00:00:00,00239,SILVER,52,2023-08-21 00:00:00
0000006495,MC62516,2019-04-28 00:00:00,01238,GOLD,8,2019-08-08 00:00:00
0000006496,MC53749,2019-10-17 00:00:00,04913,GOLD,9,2020-02-01 00:00:00
0000006497,MC77915,2020-10-09 00:00:00,00933,GOLD,74,2021-07-28 00:00:00
0000006499,MC57104,2017-06-26 00:00:00,01815,SILVER,86,2017-09-16 00:00:00
0000006501,MC12059,2016-11-07 00:00:00,00042,GOLD,70,2017-08-14 00:00:00
0000006506,MC64561,2021-08-13 00:00:00,01132,SILVER,49,2022-05-16 00:00:00
0000006509,MC57927,2017-04-27 00:00:00,04215,MEMBER,2,2017-08-02 00:00:00
0000006510,MC65537,2023-03-24 00:00:00,00542,MEMBER,41,2023-06-18 00:00:00
0000006518,MC42007,2019-04-19 00:00:00,03121,SILVER,3,2019-07-23 00:00:00
0000006519,MC34705,2019-07-29 00:00:00,00775,GOLD,97,2019-11-10 00:00:00
0000006520,MC89774,2019-02-22 00:00:00,00750,GOLD,6,2019-12-24 00:00:00
0000006521,MC46377,2019-09-03 00:00:00,00086,GOLD,87,2020-06-02 00:00:00
0000006522,MC75557,2021-10-25 00:00:00,01869,MEMBER,36,2022-04-02 00:00:00
0000006523,MC21812,2019-12-12 00:00:00,01753,SILVER,25,2020-09-09 00:00:00
0000006528,MC28205,2017-03-07 00:00:00,03879,MEMBER,54,2017-07-18 00:00:00
0000006529,MC80135,2015-06-06 00:00:00,00730,GOLD,9,2015-08-26 00:00:00
0000006530,MC46071,2021-06-03 00:00:00,02951,SILVER,94,2022-04-29 00:00:00
0000006531,MC90739,2019-01-30 00:00:00,03472,SILVER,23,2019-10-10 00:00:00
0000006532,MC52303,2017-11-08 00:00:00,00341,MEMBER,34,2018-07-29 00:00:00
0000006536,MC34800,2015-12-11 00:00:00,02403,MEMBER,20,2016-04-01 00:00:00
0000006537,MC58758,2022-07-19 00:00:00,03851,MEMBER,35,2023-03-11 00:00:00
0000006538,MC49967,2015-09-10 00:00:00,00767,GOLD,39,2016-05-26 00:00:00
0000006541,MC39802,2016-12-27 00:00:00,03291,MEMBER,88,2017-06-01 00:00:00
0000006543,MC37952,2017-04-18 00:00:00,02584,GOLD,37,2017-12-22 00:00:00
0000006544,MC34305,2016-11-12 00:00:00,04451,MEMBER,2,2017-01-09 00:00:00
0000006545,MC69487,2020-10-28 00:00:00,00007,SILVER,7,2020-12-20 00:00:00
0000006547,MC59353,2020-10-17 00:00:00,01401,SILVER,31,2021-09-12 00:00:00
0000006548,MC69148,2018-10-04 00:00:00,01499,SILVER,82,2019-06-18 00:00:00
0000006550,MC78308,2021-02-26 00:00:00,01091,GOLD,63,2021-11-27 00:00:00
0000006552,MC95073,2019-01-15 00:00:00,00579,MEMBER,67,2019-06-12 00:00:00
0000006553,MC95511,2021-12-03 00:00:00,01076,SILVER,47,2022-01-24 00:00:00
0000006555,MC37641,2022-04-15 00:00:00,02633,MEMBER,90,2022-10-17 00:00:00
0000006557,MC79793,2022-07-09 00:00:00,04114,SILVER,90,2022-12-26 00:00:00
0000006562,MC33733,2023-01-28 00:00:00,03155,GOLD,75,2023-05-24 00:00:00
0000006563,MC97379,2017-01-25 00:00:00,01398,SILVER,36,2017-12-27 00:00:00
0000006565,MC14516,2016-06-29 00:00:00,01614,MEMBER,58,2017-06-23 00:00:00
0000006567,MC25884,2023-07-30 00:00:00,04135,SILVER,13,2024-07-10 00:00:00
0000006568,MC94833,2021-01-19 00:00:00,03713,GOLD,11,2021-07-28 00:00:00
0000006571,MC52268,2018-01-30 00:00:00,02587,SILVER,78,2018-03-20 00:00:00
0000006575,MC85542,2015-09-13 00:00:00,01743,MEMBER,27,2016-04-17 00:00:00
0000006576,MC84371,2016-04-28 00:00:00,04884,GOLD,49,2016-11-01 00:00:00
0000006577,MC54410,2019-07-28 00:00:00,03174,SILVER,95,2020-02-28 00:00:00
0000006578,MC44498,2019-09-18 00:00:00,03692,GOLD,13,2020-08-31 00:00:00
0000006579,MC59706,2020-09-21 00:00:00,03826,GOLD,65,2021-05-21 00:00:00
0000006580,MC59439,2017-07-02 00:00:00,03599,GOLD,34,2018-01-27 00:00:00
0000006582,MC41952,2020-05-16 00:00:00,01755,MEMBER,54,2020-09-12 00:00:00
0000006583,MC34483,2017-08-05 00:00:00,00728,MEMBER,63,2018-06-12 00:00:00
0000006584,MC78501,2018-01-21 00:00:00,04054,MEMBER,50,2019-01-18 00:00:00
0000006588,MC45425,2015-03-19 00:00:00,00193,GOLD,31,2016-02-27 00:00:00
0000006591,MC84218,2023-07-24 00:00:00,03523,GOLD,96,2024-03-05 00:00:00
0000006593,MC92893,2022-03-27 00:00:00,04883,GOLD,61,2022-08-14 00:00:00
0000006594,MC44317,2019-09-17 00:00:00,01490,GOLD,44,2020-07-15 00:00:00
0000006595,MC98937,2018-02-20 00:00:00,04563,SILVER,42,2019-01-07 00:00:00
0000006596,MC18775,2018-07-31 00:00:00,04882,SILVER,30,2019-03-13 00:00:00
0000006597,MC61973,2016-12-11 00:00:00,03623,GOLD,53,2017-12-10 00:00:00
0000006599,MC79042,2020-06-08 00:00:00,00433,GOLD,23,2021-01-24 00:00:00
0000006603,MC76131,2016-08-08 00:00:00,00779,SILVER,81,2016-09-28 00:00:00
0000006605,MC85845,2018-07-18 00:00:00,04067,MEMBER,76,2019-06-10 00:00:00
0000006606,MC45242,2020-09-29 00:00:00,04671,MEMBER,95,2021-09-28 00:00:00
0000006607,MC99756,2016-05-29 00:00:00,03515,GOLD,89,2017-04-12 00:00:00
0000006608,MC98464,2016-12-13 00:00:00,00136,SILVER,75,2017-11-30 00:00:00
0000006609,MC78578,2023-05-05 00:00:00,01489,GOLD,23,2023-09-15 00:00:00
0000006610,MC21804,2022-04-29 00:00:00,02672,GOLD,33,2023-02-03 00:00:00
0000006612,MC41493,2019-11-28 00:00:00,01990,MEMBER,16,2020-08-29 00:00:00
0000006616,MC65207,2023-02-26 00:00:00,02283,GOLD,23,2024-01-26 00:00:00
0000006620,MC29976,2015-07-24 00:00:00,02900,MEMBER,2,2015-12-25 00:00:00
0000006621,MC60578,2019-12-24 00:00:00,04309,MEMBER,83,2020-04-10 00:00:00
0000006625,MC39236,2022-10-28 00:00:00,01356,SILVER,45,2023-08-25 00:00:00
0000006628,MC32661,2018-05-16 00:00:00,04111,GOLD,17,2018-09-17 00:00:00
0000006631,MC81603,2015-12-30 00:00:00,00193,SILVER,22,2016-04-06 00:00:00
0000006632,MC26358,2019-04-14 00:00:00,01385,MEMBER,74,2019-05-25 00:00:00
0000006633,MC83604,2019-09-03 00:00:00,02716,MEMBER,34,2019-10-20 00:00:00
0000006634,MC49187,2016-08-13 00:00:00,01426,GOLD,12,2017-07-06 00:00:00
0000006636,MC67470,2023-10-08 00:00:00,03491,SILVER,47,2023-12-06 00:00:00
0000006637,MC19579,2015-11-11 00:00:00,03775,MEMBER,16,2015-12-28 00:00:00
0000006639,MC34210,2019-10-18 00:00:00,01186,GOLD,9,2020-01-29 00:00:00
0000006641,MC85075,2019-07-11 00:00:00,04808,GOLD,73,2019-09-28 00:00:00
0000006643,MC23638,2017-08-11 00:00:00,04051,MEMBER,64,2018-01-05 00:00:00
0000006646,MC37169,2022-02-20 00:00:00,01612,SILVER,25,2022-12-14 00:00:00
0000006648,MC26996,2021-12-28 00:00:00,02341,GOLD,98,2022-12-10 00:00:00
0000006649,MC25110,2019-09-12 00:00:00,00584,GOLD,67,2019-10-30 00:00:00
0000006650,MC88336,2023-08-02 00:00:00,03687,MEMBER,100,2024-02-05 00:00:00
0000006653,MC13433,2017-08-08 00:00:00,04362,MEMBER,67,2018-07-09 00:00:00
0000006655,MC97903,2020-04-15 00:00:00,03747,GOLD,20,2020-05-31 00:00:00
0000006656,MC36792,2021-11-30 00:00:00,02824,SILVER,0,2022-03-18 00:00:00
0000006659,MC53696,2015-12-16 00:00:00,02423,SILVER,14,2016-05-06 00:00:00
0000006662,MC38548,2018-11-30 00:00:00,03128,GOLD,3,2019-09-28 00:00:00
0000006664,MC23729,2023-10-04 00:00:00,01324,GOLD,54,2024-02-22 00:00:00
0000006667,MC62581,2022-07-06 00:00:00,02943,GOLD,27,2023-04-06 00:00:00
0000006669,MC13279,2019-01-16 00:00:00,03833,SILVER,72,2020-01-14 00:00:00
0000006671,MC18365,2016-07-19 00:00:00,02081,GOLD,58,2017-07-15 00:00:00
0000006672,MC53633,2019-04-06 00:00:00,03828,SILVER,25,2019-09-30 00:00:00
0000006673,MC95304,2018-10-23 00:00:00,01395,MEMBER,78,2019-10-03 00:00:00
0000006676,MC67887,2023-04-30 00:00:00,04733,GOLD,89,2023-11-21 00:00:00
0000006678,MC23493,2016-02-17 00:00:00,04224,MEMBER,77,2016-05-31 00:00:00
0000006680,MC14950,2022-12-07 00:00:00,02898,GOLD,97,2023-11-05 00:00:00
0000006681,MC69742,2017-10-10 00:00:00,04197,MEMBER,40,2018-07-15 00:00:00
0000006683,MC32281,2018-05-03 00:00:00,04568,SILVER,10,2018-12-19 00:00:00
0000006687,MC25391,2023-04-18 00:00:00,04239,MEMBER,5,2024-02-19 00:00:00
0000006688,MC33159,2019-12-29 00:00:00,04770,MEMBER,10,2020-10-07 00:00:00
0000006690,MC68427,2019-06-08 00:00:00,02103,MEMBER,3,2019-07-14 00:00:00
0000006691,MC96613,2017-10-25 00:00:00,00019,GOLD,92,2018-03-24 00:00:00
0000006694,MC91231,2015-06-24 00:00:00,04050,GOLD,92,2015-09-03 00:00:00
0000006695,MC48331,2020-10-30 00:00:00,01008,MEMBER,61,2021-06-03 00:00:00
0000006696,MC32093,2015-11-10 00:00:00,04063,GOLD,45,2016-05-10 00:00:00
0000006698,MC18283,2020-05-10 00:00:00,02086,SILVER,64,2021-03-29 00:00:00
0000006699,MC70578,2019-05-19 00:00:00,03493,SILVER,75,2019-08-19 00:00:00
0000006700,MC91185,2022-09-10 00:00:00,03575,GOLD,36,2022-12-26 00:00:00
0000006705,MC18945,2020-02-29 00:00:00,00599,SILVER,9,2021-02-15 00:00:00
0000006708,MC40613,2020-08-15 00:00:00,00248,SILVER,70,2021-01-27 00:00:00
0000006709,MC97164,2015-01-21 00:00:00,01689,SILVER,47,2015-11-20 00:00:00
0000006710,MC25583,2017-08-18 00:00:00,03548,SILVER,13,2018-02-17 00:00:00
0000006713,MC40612,2023-12-18 00:00:00,04419,GOLD,92,2024-11-14 00:00:00
0000006716,MC85027,2020-02-25 00:00:00,03731,MEMBER,51,2020-11-18 00:00:00
0000006718,MC19559,2016-03-07 00:00:00,02599,SILVER,99,2016-09-30 00:00:00
0000006720,MC99651,2022-05-03 00:00:00,02730,GOLD,44,2023-01-13 00:00:00
0000006722,MC27937,2023-06-15 00:00:00,00584,GOLD,79,2023-10-20 00:00:00
0000006724,MC69764,2019-04-12 00:00:00,02552,GOLD,75,2019-10-04 00:00:00
0000006729,MC91721,2019-10-18 00:00:00,01851,SILVER,99,2020-04-23 00:00:00
0000006730,MC10166,2017-12-07 00:00:00,01343,GOLD,54,2018-08-22 00:00:00
0000006731,MC28588,2017-12-01 00:00:00,01051,MEMBER,25,2018-02-01 00:00:00
0000006732,MC27346,2020-11-13 00:00:00,04333,SILVER,62,2020-12-18 00:00:00
0000006733,MC34011,2016-10-11 00:00:00,03382,SILVER,57,2017-08-26 00:00:00
0000006734,MC10447,2016-03-27 00:00:00,02520,SILVER,93,2016-05-04 00:00:00
0000006736,MC66396,2020-11-14 00:00:00,00411,SILVER,99,2021-04-23 00:00:00
0000006738,MC91720,2020-12-26 00:00:00,02329,MEMBER,67,2021-05-16 00:00:00
0000006740,MC97080,2018-09-18 00:00:00,04725,SILVER,48,2019-01-01 00:00:00
0000006744,MC21686,2019-03-29 00:00:00,01632,SILVER,45,2019-06-30 00:00:00
0000006746,MC67514,2018-09-12 00:00:00,04802,MEMBER,22,2019-08-01 00:00:00
0000006748,MC96835,2019-03-29 00:00:00,00836,GOLD,19,2019-09-28 00:00:00
0000006750,MC45162,2021-12-31 00:00:00,00773,SILVER,58,2022-09-11 00:00:00
0000006751,MC36018,2015-09-05 00:00:00,03372,MEMBER,46,2015-12-16 00:00:00
0000006752,MC42287,2017-03-13 00:00:00,00918,GOLD,4,2017-06-28 00:00:00
0000006753,MC72515,2021-11-06 00:00:00,02506,SILVER,53,2022-06-14 00:00:00
0000006755,MC81733,2016-03-02 00:00:00,00459,MEMBER,40,2016-06-04 00:00:00
0000006757,MC75549,2019-12-05 00:00:00,01502,SILVER,43,2020-11-23 00:00:00
0000006758,MC25296,2017-12-04 00:00:00,04689,SILVER,94,2018-02-07 00:00:00
0000006761,MC44660,2016-02-25 00:00:00,04130,SILVER,17,2016-09-03 00:00:00
0000006762,MC67106,2019-02-28 00:00:00,03302,MEMBER,59,2020-02-21 00:00:00
0000006765,MC55310,2017-11-28 00:00:00,04394,GOLD,84,2018-10-19 00:00:00
0000006766,MC24726,2017-11-04 00:00:00,03479,SILVER,15,2018-06-22 00:00:00
0000006767,MC22928,2019-05-06 00:00:00,01127,GOLD,16,2020-02-19 00:00:00
0000006768,MC41821,2015-07-06 00:00:00,00683,MEMBER,79,2015-09-21 00:00:00
0000006770,MC22402,2016-03-08 00:00:00,03975,GOLD,83,2016-05-18 00:00:00
0000006772,MC55891,2017-11-18 00:00:00,01008,SILVER,15,2018-06-15 00:00:00
0000006774,MC39352,2018-11-10 00:00:00,03497,GOLD,81,2019-07-04 00:00:00
0000006775,MC79366,2016-03-26 00:00:00,00253,SILVER,41,2017-01-02 00:00:00
0000006776,MC49257,2017-05-12 00:00:00,02035,MEMBER,88,2018-01-10 00:00:00
0000006777,MC61698,2018-10-26 00:00:00,04642,GOLD,99,2019-10-01 00:00:00
0000006778,MC92763,2019-10-23 00:00:00,02236,SILVER,42,2019-12-12 00:00:00
0000006782,MC45834,2015-12-17 00:00:00,02580,MEMBER,86,2016-06-23 00:00:00
0000006785,MC35403,2018-04-02 00:00:00,03155,SILVER,78,2018-09-16 00:00:00
0000006787,MC65218,2023-11-22 00:00:00,04761,GOLD,73,2024-11-19 00:00:00
0000006788,MC59052,2021-12-14 00:00:00,04042,MEMBER,95,2022-07-07 00:00:00
0000006790,MC66450,2015-04-28 00:00:00,04660,SILVER,21,2015-10-16 00:00:00
0000006791,MC67781,2022-10-01 00:00:00,04139,GOLD,57,2023-04-18 00:00:00
0000006793,MC62154,2016-11-08 00:00:00,00522,GOLD,43,2017-10-17 00:00:00
0000006794,MC95489,2018-12-08 00:00:00,00541,GOLD,33,2019-10-21 00:00:00
0000006795,MC56514,2017-12-15 00:00:00,02954,SILVER,83,2018-04-17 00:00:00
0000006798,MC87708,2018-01-02 00:00:00,02157,GOLD,44,2018-04-09 00:00:00
0000006799,MC40213,2023-12-27 00:00:00,01213,GOLD,68,2024-06-20 00:00:00
0000006800,MC99052,2022-02-02 00:00:00,04389,MEMBER,56,2022-07-15 00:00:00
0000006802,MC37930,2022-03-26 00:00:00,02061,SILVER,75,2022-12-16 00:00:00
0000006803,MC79538,2023-02-06 00:00:00,03326,SILVER,48,2023-10-01 00:00:00
0000006804,MC73907,2020-01-01 00:00:00,01222,GOLD,49,2020-06-23 00:00:00
0000006807,MC19510,2020-09-15 00:00:00,01471,MEMBER,50,2021-04-10 00:00:00
0000006808,MC66578,2019-09-13 00:00:00,00139,MEMBER,33,2020-03-26 00:00:00
0000006810,MC83511,2017-10-08 00:00:00,04749,GOLD,18,2018-08-04 00:00:00
0000006816,MC50535,2021-05-15 00:00:00,00880,GOLD,33,2021-07-26 00:00:00
0000006822,MC84334,2023-08-28 00:00:00,01038,SILVER,72,2023-12-25 00:00:00
0000006823,MC88986,2022-06-25 00:00:00,03437,GOLD,36,2022-10-15 00:00:00
0000006824,MC50016,2016-02-10 00:00:00,04204,MEMBER,51,2016-08-18 00:00:00
0000006826,MC84965,2019-07-27 00:00:00,02772,MEMBER,48,2020-02-15 00:00:00
0000006836,MC26570,2019-04-21 00:00:00,02608,SILVER,83,2019-09-16 00:00:00
0000006839,MC81128,2023-05-28 00:00:00,03179,SILVER,32,2023-11-07 00:00:00
0000006840,MC26140,2015-11-04 00:00:00,01780,MEMBER,85,2016-08-12 00:00:00
0000006841,MC36523,2019-03-31 00:00:00,01931,SILVER,9,2019-05-20 00:00:00
0000006842,MC97923,2017-06-29 00:00:00,00889,SILVER,45,2017-08-28 00:00:00
0000006844,MC30591,2022-09-02 00:00:00,04601,GOLD,52,2023-01-11 00:00:00
0000006845,MC90076,2022-01-04 00:00:00,00128,MEMBER,98,2022-10-26 00:00:00
0000006847,MC81419,2020-05-10 00:00:00,02431,MEMBER,53,2020-06-27 00:00:00
0000006848,MC76426,2023-08-06 00:00:00,01624,SILVER,21,2023-10-29 00:00:00
0000006850,MC24534,2020-01-26 00:00:00,02409,GOLD,7,2020-04-03 00:00:00
0000006851,MC36805,2019-04-10 00:00:00,00225,GOLD,33,2020-02-03 00:00:00
0000006854,MC50682,2016-01-01 00:00:00,02300,SILVER,97,2016-10-02 00:00:00
0000006857,MC10108,2017-06-02 00:00:00,01757,MEMBER,65,2017-08-26 00:00:00
0000006860,MC44445,2016-01-24 00:00:00,01973,GOLD,46,2016-07-15 00:00:00
0000006862,MC19406,2023-12-22 00:00:00,01223,SILVER,71,2024-08-10 00:00:00
0000006863,MC29465,2021-10-08 00:00:00,00947,SILVER,92,2022-01-15 00:00:00
0000006865,MC70574,2020-09-10 00:00:00,04531,MEMBER,70,2020-10-27 00:00:00
0000006866,MC58249,2022-03-14 00:00:00,03882,SILVER,10,2022-06-26 00:00:00
0000006867,MC17691,2023-11-12 00:00:00,02003,GOLD,47,2024-01-08 00:00:00
0000006868,MC94850,2021-09-30 00:00:00,03209,MEMBER,50,2022-05-01 00:00:00
0000006877,MC24105,2018-04-13 00:00:00,00723,MEMBER,91,2018-12-04 00:00:00
0000006882,MC24712,2017-02-16 00:00:00,04711,MEMBER,15,2017-07-22 00:00:00
0000006883,MC11433,2017-07-25 00:00:00,03286,MEMBER,75,2018-06-04 00:00:00
0000006884,MC17083,2015-12-15 00:00:00,00922,SILVER,42,2016-05-01 00:00:00
0000006888,MC37406,2019-07-31 00:00:00,00421,SILVER,12,2020-03-12 00:00:00
0000006889,MC52907,2020-02-11 00:00:00,00654,GOLD,93,2020-08-13 00:00:00
0000006891,MC49691,2017-12-23 00:00:00,01593,GOLD,20,2018-09-15 00:00:00
0000006892,MC84562,2017-02-10 00:00:00,01896,GOLD,77,2017-05-21 00:00:00
0000006893,MC11043,2021-07-31 00:00:00,02175,SILVER,88,2021-10-22 00:00:00
0000006894,MC90066,2020-08-16 00:00:00,00467,MEMBER,50,2020-10-29 00:00:00
0000006895,MC72103,2015-09-30 00:00:00,04074,GOLD,48,2016-03-22 00:00:00
0000006896,MC36231,2022-11-14 00:00:00,00758,GOLD,94,2022-12-30 00:00:00
0000006900,MC81697,2020-07-09 00:00:00,03355,SILVER,7,2020-11-05 00:00:00
0000006901,MC32305,2017-06-22 00:00:00,00749,MEMBER,84,2018-04-05 00:00:00
0000006904,MC99146,2015-06-19 00:00:00,03027,MEMBER,21,2016-05-15 00:00:00
0000006906,MC59702,2021-04-13 00:00:00,04007,GOLD,83,2022-03-14 00:00:00
0000006907,MC46494,2015-04-23 00:00:00,01257,SILVER,73,2016-03-29 00:00:00
0000006911,MC29278,2018-04-17 00:00:00,02740,MEMBER,56,2019-02-16 00:00:00
0000006912,MC51199,2020-12-06 00:00:00,04678,GOLD,25,2021-07-01 00:00:00
0000006915,MC73838,2018-02-10 00:00:00,01639,SILVER,41,2019-01-29 00:00:00
0000006917,MC78431,2018-09-09 00:00:00,01168,GOLD,32,2019-01-01 00:00:00
0000006919,MC69172,2023-08-06 00:00:00,04024,SILVER,32,2024-03-10 00:00:00
0000006920,MC32754,2018-08-08 00:00:00,03231,MEMBER,28,2018-09-30 00:00:00
0000006921,MC44440,2022-07-25 00:00:00,03642,MEMBER,54,2023-05-25 00:00:00
0000006922,MC99108,2016-10-25 00:00:00,03092,GOLD,68,2017-09-09 00:00:00
0000006924,MC78455,2023-02-24 00:00:00,02670,MEMBER,1,2023-12-03 00:00:00
0000006925,MC81058,2023-11-14 00:00:00,04500,MEMBER,80,2024-07-27 00:00:00
0000006928,MC67626,2015-02-01 00:00:00,01514,MEMBER,78,2015-05-25 00:00:00
0000006929,MC29490,2017-01-04 00:00:00,04840,SILVER,62,2017-02-07 00:00:00
0000006931,MC54259,2015-04-13 00:00:00,03417,GOLD,19,2016-01-16 00:00:00
0000006935,MC99073,2018-06-25 00:00:00,04300,MEMBER,96,2018-12-21 00:00:00
0000006938,MC55803,2021-05-26 00:00:00,04459,SILVER,97,2021-12-09 00:00:00
0000006940,MC61699,2016-01-23 00:00:00,01688,SILVER,40,2016-07-15 00:00:00
0000006941,MC34860,2020-04-22 00:00:00,03360,MEMBER,68,2020-11-08 00:00:00
0000006945,MC30941,2023-11-14 00:00:00,02879,SILVER,30,2024-04-02 00:00:00
0000006949,MC17578,2021-11-14 00:00:00,03549,MEMBER,76,2022-10-14 00:00:00
0000006950,MC63119,2022-04-22 00:00:00,00227,MEMBER,78,2022-11-02 00:00:00
0000006952,MC62091,2020-03-21 00:00:00,01332,MEMBER,12,2021-02-03 00:00:00
0000006955,MC41873,2022-01-01 00:00:00,03818,MEMBER,21,2022-10-06 00:00:00
0000006957,MC47812,2017-09-30 00:00:00,03411,SILVER,43,2018-05-11 00:00:00
0000006958,MC56865,2016-04-14 00:00:00,00643,GOLD,37,2016-09-12 00:00:00
0000006959,MC16204,2018-07-03 00:00:00,04459,GOLD,99,2018-08-28 00:00:00
0000006960,MC81613,2018-12-06 00:00:00,04729,GOLD,97,2019-02-21 00:00:00
0000006962,MC47994,2018-05-24 00:00:00,00778,MEMBER,9,2019-05-06 00:00:00
0000006963,MC26782,2018-10-09 00:00:00,01179,GOLD,65,2019-10-05 00:00:00
0000006967,MC51359,2015-03-15 00:00:00,00396,GOLD,13,2015-06-01 00:00:00
0000006968,MC37012,2018-01-13 00:00:00,00708,MEMBER,18,2018-04-18 00:00:00
0000006969,MC30863,2022-11-05 00:00:00,02528,MEMBER,100,2023-03-24 00:00:00
0000006976,MC90341,2016-01-25 00:00:00,00033,MEMBER,22,2016-08-15 00:00:00
0000006979,MC31290,2018-11-06 00:00:00,03537,GOLD,79,2019-08-08 00:00:00
0000006981,MC90208,2019-10-28 00:00:00,03290,MEMBER,97,2020-10-05 00:00:00
0000006982,MC60796,2020-02-14 00:00:00,04002,MEMBER,28,2020-12-21 00:00:00
0000006983,MC21827,2016-12-04 00:00:00,02508,SILVER,22,2017-03-31 00:00:00
0000006984,MC16734,2020-11-17 00:00:00,02730,GOLD,98,2021-07-10 00:00:00
0000006987,MC53577,2020-11-03 00:00:00,02930,SILVER,29,2021-09-24 00:00:00
0000006989,MC15391,2015-03-17 00:00:00,03634,GOLD,75,2015-05-09 00:00:00
0000006990,MC99433,2020-05-30 00:00:00,03604,SILVER,84,2020-10-21 00:00:00
0000006991,MC63264,2022-09-23 00:00:00,04969,SILVER,65,2023-01-09 00:00:00
0000006992,MC17646,2018-10-19 00:00:00,03118,SILVER,25,2019-09-19 00:00:00
